...1,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
7322,6001450604,4796,Alameda,12.4,75.3,12.3,10.6,72.9,0.9,0.3,11.9,3.4,94566,Pleasanton,5.24,No,0.038,8.69794377,22.801,160.48,0,165.656049,525.96,0,0.3,0.12,2,0,24.65,3.04,25.26,3.11,6.57,4.1,4,12.1,4.2,7.4,16.63,1.72
5371,6059042203,7015,Orange,9,67.2,23.8,12.2,80.3,0.6,0.2,3.8,2.9,92675,San Juan Capistrano,16.81,No,0.048,8.69794377,9.762,233.39,0,1284.796731,2612.12,7,11.25,0.025,7,15.4,47.86,5.89,25.41,3.07,6.2,3.6,1.8,19.1,11.8,22.2,27.49,2.85
4992,6037403403,5140,Los Angeles,7.2,81.2,11.6,13.8,10.6,2.4,0,71.3,1.9,91789,Walnut,18.67,No,0.055,12.05,30.806,310.15,6.21,121151.1452,450.34,11,16,0.125,1,1.5,59.25,7.3,25.22,3.18,7.37,2.7,12.4,9.7,7.1,11.1,24.67,2.56
3048,6073010402,5558,San Diego,16.1,76.8,7.1,58,22.1,4.6,0.6,10.9,3.8,91932,Imperial Beach,30.5,No,0.038,13.31,2.758,132.47,0,563.8534788,806.3,7,8,0.025,9,0,35.89,4.42,65.97,5.49,6.79,26.9,7.4,56.8,16.8,27,66.52,6.9
5003,6059099602,3196,Orange,12.8,76.5,10.7,21.8,55.9,1.5,0.3,16.2,4.3,92683,Westminster,18.63,No,0.044,11.21,19.34,435.18,0,13557.77837,1905.09,1.2,17.75,0.035,0,0,44.79,5.52,32.27,3.32,7.19,7.7,0.5,21.8,8.4,27.5,32.57,3.38
5229,6089010200,2078,Shasta,10.3,66.7,23,7.1,85.2,1.3,1.6,1.9,2.9,96001,Redding,17.53,No,0.042,6.18286598,20.28,210.01,0,14.27175281,587.46,18,17.5,0,1,0.5,28.36,3.49,83.24,3.12,9.42,4.6,0,52.6,9.9,19.9,48.39,5.02
3286,6037481711,4530,Los Angeles,7,74.3,18.7,8.3,3.8,0.4,0,86.7,0.8,91755,Monterey Park,28.74,No,0.048,12.05,23.176,798.46,0,6471.35202,761.16,0.4,2,0,0,0.5,44.99,5.54,20.25,4.64,3.66,35.4,52.4,55.5,10.4,31.6,50.02,5.19
5382,6013369002,2548,Contra Costa,12,77.8,10.2,28.1,32,18.3,0.3,15.4,5.9,94806,San Pablo,16.75,No,0.03,8.27876414,14.676,70.6,0.02,827.1610288,2215.57,0,4,0,2,0,26.39,3.25,73.02,3.92,7.98,19.7,11,36.3,3.6,19.1,49.69,5.15
3270,6037480804,4998,Los Angeles,11,79.2,9.8,36.8,9.3,1.4,0,50.7,1.8,91801,Alhambra,28.84,No,0.05,11.63,22.7,858.04,0,4651.851033,676.96,8.4,41.75,0.13,0,0,53.28,6.56,27.18,5.25,5.3,13.4,16.8,31.3,8.3,18,42.38,4.4
1376,6037221710,2621,Los Angeles,10.9,77.9,11.2,76.5,6,7.5,0,9,1,90007,Los Angeles,44.67,Yes,0.046,12.89,41.19,664.07,0,3793.547396,4143.82,1,0,0.05,0,0,49.98,6.16,58.23,4.92,8.67,38.4,17.8,57.4,10.5,41.8,69.97,7.26
7174,6087121100,2963,Santa Cruz,9.7,74.9,15.4,12.6,79.9,0.5,0.3,2.7,3.9,95073,Soquel,6.36,No,0.038,9.1171234,1.164,822,0.47,37.56804221,350.66,0.1,0,0.1,5,0.2,27.78,3.42,24.51,3.25,3.73,7.4,0.7,27.7,6.9,13,17.91,1.86
339,6099002004,6022,Stanislaus,17.6,72.9,9.5,41.6,42.1,6.1,0.5,5.4,4.3,95354,Modesto,58.28,Yes,0.053,12.89,14.06,826.14,29.82,859.0658117,715.01,5.25,2,0.71,7,6,65.06,8.01,82.36,3.82,11.99,19.3,10.2,69.2,16.2,23.3,70.12,7.27
3777,6111001502,8668,Ventura,12.9,74.5,12.6,34.5,54.2,1.9,0.4,6.3,2.6,93003,Ventura,25.59,No,0.044,9.53630303,18.28,575.25,88.62,82.55868579,1226.35,0,0.75,0.06,0,2.5,41.48,5.11,44.46,5.04,7.86,8.5,6.1,34,9.8,18,48.29,5.01
4930,6073009604,3179,San Diego,11,73,16,19,66.8,3.3,0.6,6.2,4.1,92120,San Diego,19,No,0.042,9.95548266,26.91,228.07,0,150.5063101,1882.42,18.4,11,0.75,8,0.1,48,5.91,37.04,4.65,6.61,6.1,2.4,13.4,8.4,13.2,30.99,3.21
3428,6019005405,4145,Fresno,10,68.3,21.7,27,57.8,4.4,0.7,7.5,2.6,93710,Fresno,27.78,No,0.065,15.4,35.149,681.2,0.06,2216.176456,523.02,7.6,0,0.1,0,0,52.74,6.5,93.29,4.04,7.52,8.5,1.2,22.9,7.7,14.6,41.23,4.28
6689,6067000200,3497,Sacramento,11.3,75,13.7,11,80.9,1,0.4,3.7,3,95819,Sacramento,9.53,No,0.048,9.53630303,19.658,80.01,0,334.8648825,394.32,0.5,1.2,0.1,3,0.2,29.36,3.62,40.35,3.03,8.73,3.1,0.6,13.2,7.8,7.4,25.42,2.64
5792,6067009404,5921,Sacramento,11.3,73.8,14.9,14.6,70.9,3.7,0.9,6.2,3.8,95693,Wilton,14.62,No,0.051,9.53630303,1.435,272.62,22.77,27.92392811,93.6,9,9,0.5,3,4,40.77,5.02,30.39,4.33,7.41,6.5,3.6,16.3,6.2,10.7,28.06,2.91
663,6059086802,5913,Orange,14.8,77.4,7.8,55,19,2.8,0.2,21.5,1.6,92801,Anaheim,52.85,Yes,0.046,11.21,13.493,291.13,1.5,7588.437344,2664.57,19.25,20.75,0.3,0,2,58.21,7.17,60.49,5.03,11.75,28.9,11.2,50.6,12,25.6,71.08,7.37
3792,6095253101,4974,Solano,12.5,72.7,14.8,26.4,63.9,2.5,0.5,3.5,3.3,95688,Vacaville,25.44,No,0.042,7.85958451,9.562,479.72,8.68,453.357711,1254.77,2,4.5,0.025,2,0,36.41,4.49,75.54,5.31,9.36,13.6,2.1,33.9,11.1,11.1,54.69,5.67
5543,6059001505,6876,Orange,11.5,75.5,13,20.8,56.4,1.4,0.2,18.7,2.5,92835,Fullerton,15.9,No,0.048,11.21,15.273,564.54,0,10687.64986,1225.41,4,0,0.01,0,4,46.19,5.69,24.65,2.91,6.72,8.2,8.9,18,9.4,10.2,26.94,2.79
7240,6041108100,6406,Marin,10.9,67,22.1,6.8,82.1,1,0.4,6,3.8,94903,San Rafael,5.9,No,0.03,7.02122524,8.641,232.58,0.58,330.0819753,958.93,0,9.25,0.1,1,0.5,28.26,3.48,36.41,3.77,5.35,4.5,1.3,8.1,1.8,9.3,16.36,1.7
5817,6035040302,4422,Lassen,13,75.2,11.8,9.4,84,0.6,2.1,1.4,2.5,96130,Susanville,14.51,No,0.051,5.5803044,0.298,689.37,41.48,0.050237933,387.17,3.5,21,0,5,6.2,39.67,4.89,34.4,4.65,6.66,4.3,0.2,26.7,6.4,13.5,28.63,2.97
2174,6059087300,10413,Orange,18,76.6,5.4,71.7,13.7,2.1,0.1,11,1.4,92805,Anaheim,37.11,No,0.046,11.21,19.105,291.13,0,14029.06969,555.86,39.9,1,0.22,0,23.5,50.01,6.16,53.92,4.07,7.98,30.7,19.6,50.8,8.3,23.3,58.09,6.02
4497,6013318000,3267,Contra Costa,9.8,78,12.2,15.3,72.6,2.9,0.8,3,5.5,94553,Martinez,21.23,No,0.035,7.85958451,10.611,67.58,0.24,1046.197677,603.36,4.5,27,0.2,9,0,36.18,4.46,78.96,3.49,9.14,6.1,0,30.8,8.6,22.5,45.93,4.76
146,6077001500,8384,San Joaquin,19.6,72.9,7.5,58.8,21.8,5.6,1,10.3,2.6,95205,Stockton,64.46,Yes,0.046,13.53,17.312,287.82,28.5,451.2898651,486.11,8.75,28.1,4.21,18,1.25,60.33,7.43,86.39,7.44,11.84,37.1,8,63.3,18.7,23,83.63,8.67
4862,6075025403,4267,San Francisco,12.5,75.9,11.6,37.4,26.3,7.1,0.3,25.9,3,94110,San Francisco,19.33,No,0.03,8.69794377,50.758,171.2,0,197.6804519,1484.55,1.75,0,0.06,0,1.25,31.21,3.84,39.86,4.92,4.88,18.8,17.7,33.2,13.2,17.1,48.48,5.03
3049,6037408137,4152,Los Angeles,12.5,78.6,8.9,39.8,9.7,6.6,0.2,42,1.7,91792,West Covina,30.5,No,0.051,11.21,24.76,748.83,0,11494.34707,602.98,3,6.25,0.275,1,0,51.52,6.35,37.93,4.75,6.74,17.8,12.4,33.6,14.2,9.7,46.34,4.81
6353,6073021202,3156,San Diego,10.2,77.9,11.9,17.5,68,1.2,9.1,1.7,2.5,91901,Alpine,11.66,No,0.051,12.47,0.617,896.47,0,48.20498425,209.59,0,4,0,6,6,37.5,4.62,23.81,3.9,5.72,8.1,0.7,29.9,8.7,12,24.33,2.52
723,6037301702,5556,Los Angeles,8.8,77.3,13.9,17.6,63.5,0.8,0.3,13.8,4.1,91203,Glendale,51.93,Yes,0.051,12.05,24.541,904.35,0,2130.340721,2109.68,33.6,37.5,1.27,6,9,73.8,9.09,34.66,3.1,8.15,15.7,28.6,48.8,15,30.2,55.08,5.71
5721,6075026003,4908,San Francisco,10.3,76.2,13.5,38.9,13.1,2.1,0.1,43.2,2.5,94112,San Francisco,15,No,0.03,8.69794377,37.281,171.2,0,188.4458491,503.04,0,0,0,0,0,19.85,2.45,45.3,5.68,5.93,24.6,27.8,37.4,10.2,25.2,59.15,6.13
1641,6013314104,7118,Contra Costa,17.7,74.4,7.9,51.4,20.3,15.5,0.4,9.5,2.9,94565,Pittsburg,42.09,Yes,0.038,7.85958451,7.713,264.35,0,2796.846402,1625.23,1.7,10.5,1.01,9,0.7,40.99,5.05,150.18,4.48,14.45,34.3,15.9,51.2,19.1,29.3,80.39,8.34
1275,6059001404,3972,Orange,17.1,75.9,7,76.8,17.4,0.9,0.3,3.5,1.1,90631,La Habra,45.51,Yes,0.046,11.21,22.65,617.87,0,8941.691013,1176.13,5.9,30,1.36,7,5.1,64.28,7.92,46.75,4.24,8.51,34.3,12,46,9.8,17.7,55.42,5.75
2919,6059086902,5614,Orange,11.4,69.3,19.3,33.1,34.5,3.8,0.1,25.9,2.5,92804,Anaheim,31.5,No,0.046,11.21,12.393,291.13,0,7932.769579,1021.82,1,6,0.01,0,5.3,42.07,5.18,62.05,3.58,10.71,20.1,13.6,33.9,7.7,27.8,58.6,6.08
6992,6073008356,3629,San Diego,12.1,77.9,10,9.8,36.2,3.6,0.4,45.6,4.4,92126,San Diego,7.78,No,0.044,9.53630303,8.41,228.07,0,66.24653586,494.6,0,0,0,0,0,17.11,2.11,35,5.59,6.68,4.4,9.5,11.9,7.1,11.2,35.6,3.69
5323,6033000600,3957,Lake,7,64.9,28.1,9.1,82.1,2,2.1,1.5,3.3,95423,Clearlake Oaks,17.06,No,0.042,5.34450672,0.611,238.37,2.2,1.401436646,119.27,12,3,0,5,2,24.08,2.97,88.45,3.97,7.01,14.3,0.3,54.5,16.6,27.6,55.47,5.75
7090,6087120900,8360,Santa Cruz,12.1,77.2,10.7,11.2,78.1,1,0.3,5.2,4.1,95066,Scotts Valley,7,No,0.038,9.95548266,1.836,634.02,0.41,37.35103311,597.64,42,46,0.1,6,0,41.46,5.11,20.71,3.91,4.22,3.5,1.3,14.2,5.8,9.9,13.21,1.37
5486,6023000500,4263,Humboldt,9.4,79.3,11.3,11.3,73.4,2.4,4.5,4,4.3,95501,Eureka,16.22,No,0.026,6.18286598,6.622,46.6,0,13.96913782,773.74,9,72,0,2,0,21.03,2.59,107.5,3.03,10.47,19,3.7,63.1,9.6,23.9,60.38,6.26
1149,6037190902,3960,Los Angeles,10.1,81.3,8.6,60.7,27.8,3.1,0,6.5,1.8,90038,Los Angeles,46.85,Yes,0.05,12.89,36.19,664.07,0,2275.535718,2134.51,6.75,12,0.545,0,0,58.68,7.23,45.33,4.33,7.21,29.8,33.9,61.8,13.4,26.7,62.5,6.48
733,6037197700,5103,Los Angeles,9.8,80.1,10.1,30.1,9.6,2.3,0.2,56,1.7,90012,Los Angeles,51.77,Yes,0.046,12.89,62.522,664.07,0,5006.82301,1739.97,26.75,22.25,0.375,15,1.45,71.19,8.77,26.36,6.23,4.05,33,26.3,58.3,9.1,33.4,56.93,5.9
4493,6073020602,5859,San Diego,14.8,77,8.2,47.6,44.2,2.6,0.7,3,1.9,92025,Escondido,21.24,No,0.048,10.37,19.076,267.08,0,22.88637636,485.7,0,10.75,0.075,9,0,33.84,4.17,34.05,4.53,5.97,22.2,9.3,51.2,11.4,22.9,49.14,5.1
3152,6013306003,4881,Contra Costa,13.6,72.6,13.8,36.9,45.7,9,0.6,3.7,4.1,94509,Antioch,29.86,No,0.04,7.85958451,12.64,82.18,0.01,267,498.35,6.8,36.5,0.11,8,0,33.15,4.08,178.9,5.66,13.85,14,3.2,42.5,9,25.7,70.52,7.31
7370,6037670413,4782,Los Angeles,11.2,64.8,24,5.7,48.2,2.1,0.2,40.4,3.5,90275,Rancho Palos Verdes,4.67,No,0.044,12.05,3.313,187.24,0,1987.621695,336.91,0,0,0,5,0.1,25.55,3.15,10.59,4.12,3.84,1.8,10.4,8.3,4.5,8.5,14.32,1.49
3445,6067000400,3667,Sacramento,5.4,87.6,7,19.9,67.6,3.9,0.8,3.5,4.2,95816,Sacramento,27.68,No,0.048,9.53630303,29.019,80.01,0,6796.037486,1020.58,2.1,21.5,0.075,3,8.45,50.33,6.2,50.98,3.36,11.03,10.4,9.2,28.2,3.1,14.2,43.06,4.47
6573,6061020715,3059,Placer,10.9,76.3,12.8,14.5,76.7,1.1,0.9,3,3.7,95661,Roseville,10.19,No,0.053,7.85958451,7.513,244.01,0,30.6790499,640.74,0,3.25,0,0,0,20.28,2.5,47.07,4.83,9.66,4.8,1.4,21.9,5.7,14.2,39.36,4.08
237,6037541400,7312,Los Angeles,20,74.6,5.4,79.6,0.8,18.6,0.1,0.4,0.5,90222,Compton,61.5,Yes,0.044,12.05,18.7,471.4,0,5852.679764,447.04,11.05,15.85,3.095,6,3,55.35,6.82,102.03,5.45,12,58.6,27,69.4,17.8,28.2,86.99,9.02
4551,6037400403,3815,Los Angeles,9.2,77.8,13,32.2,54,3.3,0.2,7.7,2.6,91773,San Dimas,20.99,No,0.06,10.37,12.736,640.19,1.45,3586.680981,1282.11,0,1.5,0.05,0,1,46.68,5.75,30.09,4.78,6.36,6.2,2.5,20.8,13.8,14.9,35.2,3.65
469,6037575402,4065,Los Angeles,19.8,76.8,3.4,77,3.7,11.7,0.5,5.5,1.5,90813,Long Beach,56,Yes,0.042,11.21,29.12,220.01,1.61,11328.39619,808.09,0,16.8,0.07,11,0,49.85,6.14,91.22,7.26,9.1,62.7,27,71,15.4,39.3,87.94,9.12
3298,6077003108,4450,San Joaquin,15.5,74.8,9.7,29.3,45.8,10.5,0.4,9,5,95219,Stockton,28.65,No,0.046,13.44,9.299,444.58,0.27,328.2649047,2030.17,0.25,3.75,0,11,0,44.38,5.47,39.06,4.08,8.95,8,2.6,44.2,18.9,24.4,50.53,5.24
5122,6037554514,4322,Los Angeles,9.7,75.6,14.7,14,16.5,10,0.1,56.3,3.1,90703,Cerritos,18.01,No,0.044,11.21,17.85,347.98,0,5662.676914,1862.94,0.9,0,0,0,0.5,37.43,4.61,35.37,3.03,7.85,11.7,10.6,21.5,9.7,14.9,37.68,3.91
4891,6001450101,4349,Alameda,15.8,80.5,3.7,10.1,38.5,6.4,0.2,38.9,5.9,94568,Dublin,19.17,No,0.038,8.69794377,41.096,168.15,2.55,233.9802267,1370.18,12,26.8,0.185,0,0.5,45.91,5.65,31.79,7.88,7.6,2.7,3.2,7,2.8,7.9,32.7,3.39
2012,6013315000,3281,Contra Costa,12.7,80.9,6.4,23,44.2,7.5,0.6,19.7,5,94520,Concord,38.74,No,0.038,7.85958451,8.096,246.65,0,3217.374439,1900.72,46.75,54.35,5.525,11,3,53.06,6.54,137.68,4.44,12.5,8.6,2.2,27.5,11.5,15.4,57.15,5.93
1704,6037293307,2306,Los Angeles,15.7,77.6,6.7,56,15.4,13.1,0.1,12.8,2.5,90710,Harbor City,41.47,Yes,0.042,11.21,19.312,195.07,0,7994.985087,1055.26,3.9,5,2.785,9,3.2,52.03,6.41,38.99,5.24,6.87,30.5,21.1,48.2,14.6,27.2,62.39,6.47
572,6037531503,3116,Los Angeles,17.3,75.8,6.9,98.1,1.5,0.1,0,0.1,0.2,90063,Los Angeles,54.32,Yes,0.046,12.47,56.52,647.12,0,21752.18331,2552.28,2.25,0.3,0,0,7,55.25,6.81,42.53,6.19,8.28,61,23.5,72,16,50.1,76.97,7.98
6886,6013345102,3895,Contra Costa,14.2,76.8,9,12.8,67.4,2.2,0.1,13.9,3.7,94583,San Ramon,8.39,No,0.038,8.69794377,9.383,70.6,0,364.4384407,1839.06,0,0.75,0,0,0,21.1,2.6,39.67,3.8,7.87,5.6,4.4,13.2,7.6,12,31.13,3.23
523,6047000902,8419,Merced,18.5,73.7,7.8,48.5,30.7,3.2,0.4,14.7,2.6,95341,Merced,54.97,Yes,0.057,12.89,15.124,722.76,2900.2,10.17310556,740.84,6,25.75,0.5,2,0,59.45,7.32,82.75,4.61,12.99,39.8,8.7,56.2,16.8,16.8,72.38,7.51
6652,6075031100,6193,San Francisco,8.8,77.7,13.5,18,42.6,3,0.3,31.5,4.6,94112,San Francisco,9.72,No,0.03,8.69794377,48.53,171.2,0,188.5432231,1384.4,0,0,0.1,0,1,30.02,3.7,32.06,4.56,4.91,4.9,6.6,13.3,5.3,13.1,25.34,2.63
1014,6047001700,6335,Merced,21.1,70.3,8.6,52.7,30.3,4.5,0.5,9.4,2.4,95341,Merced,48.25,Yes,0.057,12.89,16.001,622.02,5.05,23.58294821,550.39,0,23,0.1,2,0,47.52,5.85,85.81,5.32,12.95,29.4,9.8,68.6,18,23.9,79.49,8.24
5098,6007003100,4396,Butte,12.2,67.2,20.6,9.8,75.4,1.9,4.8,4.4,3.8,95966,Oroville,18.13,No,0.051,8.27876414,4.782,338.87,0.12,0.006070468,213.93,3.9,3,0.15,5,0,27.06,3.33,86.65,3.62,12.75,12.2,2.1,26.3,13.7,10.7,52.44,5.44
5759,6053012700,3299,Monterey,6.5,79.3,14.2,12,70.1,3.1,0.3,10.8,3.7,93940,Monterey,14.79,No,0.033,5.34450672,18.63,588.27,0,0.02329969,110.66,21,36.3,0.125,6,2.5,35.78,4.41,29.56,4.82,4.06,6.6,4.6,24.3,5.2,29.3,32.37,3.36
531,6037575101,4754,Los Angeles,17.6,78.1,4.3,50,9.6,15.5,0.3,21.8,2.8,90804,Long Beach,54.84,Yes,0.042,11.21,25.99,287.16,0.04,7988.107289,1159.87,8.8,17.1,1.175,0,0.1,50.84,6.26,86.41,6.96,10.64,37.3,17.9,56.5,12.6,36.2,84.44,8.76
5293,6085507806,5889,Santa Clara,18.3,74.5,7.2,2.8,17.8,0.4,0.2,76.1,2.7,95014,Cupertino,17.24,No,0.035,10.37,25.58,284.17,0,401.4436429,1468.12,4.9,6.5,0.335,4,0,42.53,5.24,11.03,6.91,5.5,2.9,17.3,6.7,7.7,8.7,31.73,3.29
3349,6059087105,4635,Orange,13.8,73.8,12.4,46.9,25.9,2.9,0.5,21.8,2,92802,Anaheim,28.23,No,0.046,11.21,19.37,291.13,0,11475.10982,3448.32,19.75,3,0.185,0,0,49.28,6.07,37.78,5.11,7.06,15.7,10.2,32.4,4.5,19.7,44.84,4.65
2456,6111004716,4476,Ventura,16.9,76,7.1,80,6.6,1,0,11.4,1,93033,Oxnard,34.9,No,0.044,9.53630303,12.89,644.81,91316.19,284.6102517,508.26,10.1,15.25,0.645,0,5,53.49,6.59,33.26,4.75,6.32,38.8,12.7,41.1,9.4,23.2,51.08,5.3
6856,6105000101,2867,Trinity,8.2,69.2,22.6,6.7,86.1,0.3,2.4,1.2,3.3,96052,Lewiston,8.56,No,0.042,5.14453734,0.165,437.54,0.01,1.211056481,70.39,0,11.05,0,4,1,17.8,2.19,37.62,0,8.67,8.8,0,48,12.3,15.4,37.65,3.9
1112,6037123901,4500,Los Angeles,12.6,78.9,8.5,54.7,33.3,4.2,0.2,5.4,2.1,91606,North Hollywood,47.2,Yes,0.055,12.05,25.963,618.05,0,1201.338047,1633.6,13.6,4.5,0.06,0,1.2,54.32,6.69,65.25,4.95,12.07,24.3,15,44.5,6.4,30.8,68.02,7.05
6129,6001443102,4611,Alameda,14.2,75.2,10.6,4.2,21.2,0.5,0.2,70.9,3,94539,Fremont,12.84,No,0.035,9.53630303,26.146,267.74,0,148.9760029,1027.91,18.9,5.5,1.18,0,0,38.7,4.77,20.59,4.98,6.4,4.5,8.6,8.7,7.2,6.4,25.98,2.69
955,6037552301,4900,Los Angeles,13.4,77.9,8.7,65,11.1,6.7,0.4,15.3,1.6,90650,Norwalk,48.84,Yes,0.046,12.05,29.85,567.26,0,5237.180845,1379.41,26,20.6,0.29,0,8.45,62.98,7.76,54.13,5.34,11.54,19.2,23.2,30,10.8,5.5,60.71,6.3
3281,6037400603,5249,Los Angeles,14.2,78.5,7.3,46,29.6,5.4,0.2,16.1,2.6,91010,Duarte,28.77,No,0.055,10.79,6.174,600.96,2.57,4193.181518,286.17,10.25,39.55,0.12,0,0.3,47.14,5.81,65.27,5.37,8.97,7.6,4,20,7.8,11.8,47.78,4.96
4799,6073020307,7170,San Diego,12,73.8,14.2,28.1,59.3,2.1,0.4,7.4,2.7,92029,Escondido,19.66,No,0.046,10.37,6.943,680.91,1,32.19357585,950.09,27.1,30,0.7,16,18.25,60.67,7.47,21.95,3.6,5.55,13.1,2.5,38,7.1,12.2,25.37,2.63
1357,6037269700,4085,Los Angeles,12,79.2,8.8,36.1,35.6,12.6,0.2,11.3,4.3,90034,Los Angeles,44.84,Yes,0.046,12.05,31.474,614.93,0,1730.631886,3309.84,7,18.05,0.635,9,0,61.85,7.62,39.79,7.01,9.55,16.2,5.3,28.3,8.3,19,56.76,5.89
918,6037404901,5658,Los Angeles,15.3,76.6,8.1,80.7,3.1,0.6,0.1,15.1,0.4,91706,Baldwin Park,49.4,Yes,0.051,11.21,23.128,861.01,0,7576.121023,1612.06,12.4,7.2,0.1,0,4.9,60.07,7.4,62.29,4.17,10.58,31.1,16.8,26.9,11.6,25.9,64.38,6.68
177,6037240500,5655,Los Angeles,19.3,75,5.7,62.4,0.6,35.6,0,0.2,1.1,90003,Los Angeles,63.49,Yes,0.044,12.05,24.76,664.07,0,5106.577821,3760.06,1.4,8,0,6,1.2,54.2,6.68,95.56,7.66,13.17,53.2,16.3,76,14.3,41.9,91.71,9.51
7448,6085507206,2724,Santa Clara,10.1,70.4,19.5,4.8,76.3,0.4,0.1,15.1,3.4,95030,Los Gatos,3.83,No,0.038,10.37,8.04,474.91,22.59,119.4949349,388.85,2,11.25,0.035,2,0,33.1,4.08,15.07,3.7,3.7,1.4,0,9.4,4.6,13.5,9.06,0.94
6302,6073008351,4261,San Diego,10.5,79.1,10.4,13.9,28.6,4.4,0.3,48.1,4.7,92126,San Diego,11.89,No,0.044,9.53630303,14.545,228.07,0,73.91061975,815.77,0,0,0,0,0,21.79,2.68,35,4.68,6.68,13,5.8,26.8,9.1,22.3,42.74,4.43
5041,6071009711,9401,San Bernardino,11.4,72.1,16.5,23.9,59,9,0.5,5.1,2.5,92308,Apple Valley,18.4,No,0.065,7.02122524,5.932,762.69,0,22.98476591,796.29,0,0,0.025,1,0,28.88,3.56,80.94,4.12,12.4,7.2,2.5,26.7,9.8,10.8,49.86,5.17
6495,6073016612,6143,San Diego,10.9,79.7,9.4,13.9,76.9,1.3,0.8,3.3,3.8,92071,Santee,10.76,No,0.044,10.37,7.077,350,0,74.06783142,395.27,0,2.5,0.21,7,1.5,30.86,3.8,38.77,4.03,7.97,2.9,2.7,14.4,3.9,13.2,27.28,2.83
7285,6061023100,6491,Placer,20.4,72.8,6.8,11.1,65.6,2.6,0.4,15.9,4.4,95747,Roseville,5.55,No,0.051,7.85958451,13.767,83.29,0,53.69600009,292.14,0.7,1.5,0.05,3,2,25.01,3.08,31.49,3.73,6.93,1.6,2.9,6.6,3.6,2.7,17.37,1.8
5563,6019005505,6613,Fresno,17,74.8,8.2,19.9,56.1,3.4,0.4,16.5,3.6,93720,Fresno,15.78,No,0.065,15.4,16.12,941.92,0,2120.214969,186.04,0,0,0,0,2,42.89,5.28,30.13,5.15,5.59,6.9,2.3,14.9,10.4,3.9,28.8,2.99
3362,6077005403,5875,San Joaquin,14.6,79.1,6.3,35.7,45.1,6.9,0.3,8,3.9,95376,Tracy,28.16,No,0.053,10.37,9.683,330.56,0,265.0722736,515.34,3.2,58.5,0.51,0,0,38.61,4.76,108.41,7.04,11.27,15.9,2.3,22.3,5.7,3.6,57.1,5.92
5086,6059052518,2688,Orange,5.8,92.9,1.3,9.9,60.6,2.7,0.2,21.2,5.5,92618,Irvine,18.2,No,0.048,9.1171234,34.224,376.93,1277.07,6468.373016,2028.01,6,5,0.135,8,10,66.48,8.19,28.37,3.74,5.36,0.5,6.8,18.6,4.5,15.4,21.43,2.22
561,6019002501,5098,Fresno,23.6,71.5,4.9,63.7,7.7,8.9,0.8,17.5,1.4,93703,Fresno,54.46,Yes,0.065,15.4,43.59,681.2,0,2384.488491,475.22,0,3,0,0,0.5,47.52,5.85,94.16,8.84,9.33,53,19.3,90.1,21.9,33.8,89.73,9.31
521,6019002300,3624,Fresno,15.6,78.1,6.3,57.5,27.6,6.6,1.2,4.9,2.3,93728,Fresno,54.99,Yes,0.062,15.4,54.06,681.2,0,3480.087623,675.21,0.4,0,0.12,0,0,50.08,6.17,120.47,8.14,10.48,25.6,8.7,69.7,22.6,32,85.96,8.91
4692,6055200601,5016,Napa,12.4,74.9,12.7,36.1,59,0.4,0.3,2.7,1.6,94558,Napa,20.25,No,0.035,7.85958451,12.3,594.02,12.65,781.398308,539.37,0,15,0,3,0,34.22,4.22,43.97,5.94,7.29,23.3,7.8,23.1,5.3,12.6,46.32,4.8
3124,6037401500,5572,Los Angeles,11.4,78.4,10.2,45.1,40.2,4.3,0.4,7.5,2.5,91750,La Verne,30,No,0.06,12.05,23.088,791.3,0,5124.995791,433.76,15,32.3,0.05,8,2.25,62.08,7.65,31.17,4.94,6.53,14.2,3.4,34.2,6.7,16.7,37.83,3.92
1141,6071005200,4141,San Bernardino,16.3,74.3,9.4,54.9,29.7,9.4,0.6,2.2,3,92404,San Bernardino,46.92,Yes,0.068,12.05,29.095,493.98,0,933.1400188,828.05,13.75,0,0,0,0,46.49,5.73,115.24,6.71,13.61,16.5,2.4,58.8,19.3,24.8,79.02,8.19
228,6037541100,3321,Los Angeles,15.6,74.9,9.5,49.8,0.8,47.9,0.2,0.5,0.8,90220,Compton,61.88,Yes,0.044,12.05,26.06,286.76,0.28,6067.434965,573.16,13.6,39.25,1.44,6,12,63.56,7.83,96.77,6.37,11.22,32.6,5.2,52.4,13.8,19.5,76.21,7.9
4503,6001432200,4080,Alameda,12,68.7,19.3,24.7,40.3,20.4,0.2,10.4,4,94577,San Leandro,21.2,No,0.03,8.69794377,29.22,70.6,0,453.628807,311.7,3.6,37.25,0.05,2,0,29.76,3.67,73.43,5.12,9.09,13,9.2,24.4,5.3,22.5,55.75,5.78
